example_id	herb_id	drug_id	label	split
HDI:00000174	HERB:H00017	DRUG:D01061	1	train
HDI:00000175	HERB:H00017	DRUG:D01162	1	train
HDI:00000176	HERB:H00017	DRUG:D01174	1	train
HDI:00000177	HERB:H00017	DRUG:D01328	1	train
HDI:00000178	HERB:H00017	DRUG:D01455	1	validation
HDI:00000179	HERB:H00018	DRUG:D00035	1	train
HDI:00000180	HERB:H00018	DRUG:D00101	1	validation
HDI:00000181	HERB:H00018	DRUG:D00113	1	train
HDI:00000182	HERB:H00018	DRUG:D00152	1	train
HDI:00000183	HERB:H00018	DRUG:D00155	1	test
HDI:00000184	HERB:H00018	DRUG:D00158	1	train
HDI:00000185	HERB:H00018	DRUG:D00187	1	test
HDI:00000186	HERB:H00018	DRUG:D00188	1	train
HDI:00000187	HERB:H00018	DRUG:D00192	1	train
HDI:00000188	HERB:H00018	DRUG:D00199	1	train
HDI:00000189	HERB:H00018	DRUG:D00207	1	train
HDI:00000190	HERB:H00018	DRUG:D00212	1	train
HDI:00000191	HERB:H00018	DRUG:D00217	1	train
HDI:00000192	HERB:H00018	DRUG:D00230	1	train
HDI:00000193	HERB:H00018	DRUG:D00264	1	train
HDI:00000194	HERB:H00018	DRUG:D00285	1	test
HDI:00000195	HERB:H00018	DRUG:D00294	1	test
HDI:00000196	HERB:H00018	DRUG:D00295	1	train
HDI:00000197	HERB:H00018	DRUG:D00299	1	train
HDI:00000198	HERB:H00018	DRUG:D00306	1	validation
HDI:00000199	HERB:H00018	DRUG:D00341	1	train
HDI:00000200	HERB:H00018	DRUG:D00402	1	test
HDI:00000201	HERB:H00018	DRUG:D00453	1	train
HDI:00000202	HERB:H00018	DRUG:D00454	1	train
HDI:00000203	HERB:H00018	DRUG:D00457	1	test
HDI:00000204	HERB:H00018	DRUG:D00472	1	train
HDI:00000205	HERB:H00018	DRUG:D00484	1	test
HDI:00000206	HERB:H00018	DRUG:D00515	1	train
HDI:00000207	HERB:H00018	DRUG:D00539	1	validation
HDI:00000208	HERB:H00018	DRUG:D00609	1	train
HDI:00000209	HERB:H00018	DRUG:D00611	1	test
HDI:00000210	HERB:H00018	DRUG:D00649	1	test
HDI:00000211	HERB:H00018	DRUG:D00746	1	train
HDI:00000212	HERB:H00018	DRUG:D00760	1	train
HDI:00000213	HERB:H00018	DRUG:D00809	1	train
HDI:00000214	HERB:H00018	DRUG:D00824	1	test
HDI:00000215	HERB:H00018	DRUG:D00841	1	train
HDI:00000216	HERB:H00018	DRUG:D00913	1	train
HDI:00000217	HERB:H00018	DRUG:D00919	1	test
HDI:00000218	HERB:H00018	DRUG:D00945	1	train
HDI:00000219	HERB:H00018	DRUG:D00956	1	train
HDI:00000220	HERB:H00018	DRUG:D00968	1	train
HDI:00000221	HERB:H00018	DRUG:D00985	1	train
HDI:00000222	HERB:H00018	DRUG:D01036	1	test
HDI:00000223	HERB:H00018	DRUG:D01057	1	train
HDI:00000224	HERB:H00018	DRUG:D01162	1	train
HDI:00000225	HERB:H00018	DRUG:D01174	1	train
HDI:00000226	HERB:H00018	DRUG:D01328	1	train
HDI:00000227	HERB:H00018	DRUG:D01455	1	validation
HDI:00000228	HERB:H00019	DRUG:D00070	1	train
HDI:00000229	HERB:H00019	DRUG:D00142	1	train
HDI:00000230	HERB:H00019	DRUG:D00551	1	train
HDI:00000231	HERB:H00020	DRUG:D00010	1	train
HDI:00000232	HERB:H00020	DRUG:D00070	1	train
HDI:00000233	HERB:H00020	DRUG:D00090	1	train
HDI:00000234	HERB:H00020	DRUG:D00116	1	train
HDI:00000235	HERB:H00020	DRUG:D00213	1	train
HDI:00000236	HERB:H00020	DRUG:D00245	1	train
HDI:00000237	HERB:H00020	DRUG:D00259	1	train
HDI:00000238	HERB:H00020	DRUG:D00299	1	train
HDI:00000239	HERB:H00020	DRUG:D00329	1	test
HDI:00000240	HERB:H00020	DRUG:D00531	1	train
HDI:00000241	HERB:H00020	DRUG:D00542	1	train
HDI:00000242	HERB:H00020	DRUG:D00543	1	train
HDI:00000243	HERB:H00020	DRUG:D00551	1	train
HDI:00000244	HERB:H00020	DRUG:D00583	1	test
HDI:00000245	HERB:H00020	DRUG:D00597	1	train
HDI:00000246	HERB:H00020	DRUG:D00601	1	test
HDI:00000247	HERB:H00020	DRUG:D00707	1	train
HDI:00000248	HERB:H00020	DRUG:D00829	1	train
HDI:00000249	HERB:H00020	DRUG:D00894	1	validation
HDI:00000250	HERB:H00020	DRUG:D01040	1	train
HDI:00000251	HERB:H00020	DRUG:D01046	1	train
HDI:00000252	HERB:H00020	DRUG:D01198	1	test
HDI:00000253	HERB:H00020	DRUG:D01217	1	train
HDI:00000254	HERB:H00021	DRUG:D00019	1	train
HDI:00000255	HERB:H00021	DRUG:D00036	1	test
HDI:00000256	HERB:H00021	DRUG:D00065	1	train
HDI:00000257	HERB:H00021	DRUG:D00080	1	train
HDI:00000258	HERB:H00021	DRUG:D00160	1	test
HDI:00000259	HERB:H00021	DRUG:D00162	1	train
HDI:00000260	HERB:H00021	DRUG:D00211	1	validation
HDI:00000261	HERB:H00021	DRUG:D00213	1	train
HDI:00000262	HERB:H00021	DRUG:D00245	1	train
HDI:00000263	HERB:H00021	DRUG:D00267	1	train
HDI:00000264	HERB:H00021	DRUG:D00419	1	train
HDI:00000265	HERB:H00021	DRUG:D00542	1	train
HDI:00000266	HERB:H00021	DRUG:D00543	1	train
HDI:00000267	HERB:H00021	DRUG:D00589	1	test
HDI:00000268	HERB:H00021	DRUG:D00630	1	train
HDI:00000269	HERB:H00021	DRUG:D00700	1	train
HDI:00000270	HERB:H00021	DRUG:D00741	1	train
HDI:00000271	HERB:H00021	DRUG:D00774	1	train
HDI:00000272	HERB:H00021	DRUG:D00822	1	train
HDI:00000273	HERB:H00021	DRUG:D00829	1	train
HDI:00000274	HERB:H00021	DRUG:D00940	1	train
HDI:00000275	HERB:H00021	DRUG:D00972	1	validation
HDI:00000276	HERB:H00021	DRUG:D01036	1	test
HDI:00000277	HERB:H00021	DRUG:D01057	1	train
HDI:00000278	HERB:H00021	DRUG:D01061	1	train
HDI:00000279	HERB:H00021	DRUG:D01155	1	train
HDI:00000280	HERB:H00021	DRUG:D01174	1	train
HDI:00000281	HERB:H00021	DRUG:D01217	1	train
HDI:00000282	HERB:H00022	DRUG:D00741	1	train
HDI:00000283	HERB:H00022	DRUG:D00936	1	validation
HDI:00000284	HERB:H00022	DRUG:D01036	1	test
HDI:00000285	HERB:H00022	DRUG:D01052	1	train
HDI:00000286	HERB:H00022	DRUG:D01057	1	train
HDI:00000287	HERB:H00022	DRUG:D01061	1	train
HDI:00000288	HERB:H00022	DRUG:D01174	1	train
HDI:00000289	HERB:H00022	DRUG:D01214	1	test
HDI:00000290	HERB:H00022	DRUG:D01217	1	train
HDI:00000291	HERB:H00022	DRUG:D01219	1	train
HDI:00000292	HERB:H00023	DRUG:D00545	1	validation
HDI:00000293	HERB:H00023	DRUG:D01282	1	train
HDI:00000294	HERB:H00026	DRUG:D00534	1	validation
HDI:00000295	HERB:H00026	DRUG:D00998	1	train
HDI:00000296	HERB:H00027	DRUG:D00040	1	train
HDI:00000297	HERB:H00027	DRUG:D00291	1	train
HDI:00000298	HERB:H00027	DRUG:D00589	1	test
HDI:00000299	HERB:H00029	DRUG:D01250	1	validation
HDI:00000300	HERB:H00032	DRUG:D00040	1	train
HDI:00000301	HERB:H00032	DRUG:D00741	1	train
HDI:00000302	HERB:H00032	DRUG:D01036	1	test
HDI:00000303	HERB:H00032	DRUG:D01057	1	train
HDI:00000304	HERB:H00032	DRUG:D01061	1	train
HDI:00000305	HERB:H00032	DRUG:D01107	1	test
HDI:00000306	HERB:H00032	DRUG:D01174	1	train
HDI:00000307	HERB:H00035	DRUG:D00259	1	train
HDI:00000308	HERB:H00035	DRUG:D00543	1	train
HDI:00000309	HERB:H00035	DRUG:D00829	1	train
HDI:00000310	HERB:H00036	DRUG:D00010	1	train
HDI:00000311	HERB:H00036	DRUG:D00070	1	train
HDI:00000312	HERB:H00036	DRUG:D00090	1	train
HDI:00000313	HERB:H00036	DRUG:D00213	1	train
HDI:00000314	HERB:H00036	DRUG:D00245	1	train
HDI:00000315	HERB:H00036	DRUG:D00259	1	train
HDI:00000316	HERB:H00036	DRUG:D00299	1	train
HDI:00000317	HERB:H00036	DRUG:D00329	1	test
HDI:00000318	HERB:H00036	DRUG:D00387	1	train
HDI:00000319	HERB:H00036	DRUG:D00531	1	train
HDI:00000320	HERB:H00036	DRUG:D00542	1	train
HDI:00000321	HERB:H00036	DRUG:D00543	1	train
HDI:00000322	HERB:H00036	DRUG:D00551	1	train
HDI:00000323	HERB:H00036	DRUG:D00583	1	test
HDI:00000324	HERB:H00036	DRUG:D00594	1	validation
HDI:00000325	HERB:H00036	DRUG:D00597	1	train
HDI:00000326	HERB:H00036	DRUG:D00601	1	test
HDI:00000327	HERB:H00036	DRUG:D00770	1	train
HDI:00000328	HERB:H00036	DRUG:D00829	1	train
HDI:00000329	HERB:H00036	DRUG:D00850	1	train
HDI:00000330	HERB:H00036	DRUG:D00894	1	validation
HDI:00000331	HERB:H00036	DRUG:D01040	1	train
HDI:00000332	HERB:H00036	DRUG:D01046	1	train
HDI:00000333	HERB:H00036	DRUG:D01198	1	test
HDI:00000334	HERB:H00036	DRUG:D01217	1	train
HDI:00000335	HERB:H00038	DRUG:D00073	1	train
HDI:00000336	HERB:H00038	DRUG:D00090	1	train
HDI:00000337	HERB:H00038	DRUG:D00116	1	train
HDI:00000338	HERB:H00038	DRUG:D00149	1	train
HDI:00000339	HERB:H00038	DRUG:D00419	1	train
HDI:00000340	HERB:H00038	DRUG:D00551	1	train
HDI:00000341	HERB:H00038	DRUG:D00595	1	train
HDI:00000342	HERB:H00038	DRUG:D00756	1	validation
HDI:00000343	HERB:H00038	DRUG:D01035	1	train
HDI:00000344	HERB:H00038	DRUG:D01042	1	test
HDI:00000345	HERB:H00038	DRUG:D01138	1	train
HDI:00000346	HERB:H00039	DRUG:D00387	1	train
HDI:00000347	HERB:H00039	DRUG:D00542	1	train
HDI:00000348	HERB:H00039	DRUG:D00594	1	validation
HDI:00000349	HERB:H00039	DRUG:D00770	1	train
HDI:00000350	HERB:H00039	DRUG:D00850	1	train
HDI:00000351	HERB:H00039	DRUG:D01046	1	train
HDI:00000352	HERB:H00042	DRUG:D00024	1	train
HDI:00000353	HERB:H00042	DRUG:D01192	1	train
HDI:00000354	HERB:H00043	DRUG:D00010	1	train
HDI:00000355	HERB:H00043	DRUG:D00420	1	train
HDI:00000356	HERB:H00044	DRUG:D00069	1	train
HDI:00000357	HERB:H00044	DRUG:D00090	1	train
HDI:00000358	HERB:H00044	DRUG:D00111	1	train
HDI:00000359	HERB:H00044	DRUG:D00166	1	test
HDI:00000360	HERB:H00044	DRUG:D00213	1	train
HDI:00000361	HERB:H00044	DRUG:D00230	1	train
HDI:00000362	HERB:H00044	DRUG:D00245	1	train
HDI:00000363	HERB:H00044	DRUG:D00271	1	validation
HDI:00000364	HERB:H00044	DRUG:D00770	1	train
HDI:00000365	HERB:H00044	DRUG:D00774	1	train
HDI:00000366	HERB:H00044	DRUG:D00894	1	validation
HDI:00000367	HERB:H00044	DRUG:D00932	1	test
HDI:00000368	HERB:H00044	DRUG:D01036	1	test
HDI:00000369	HERB:H00044	DRUG:D01057	1	train
HDI:00000370	HERB:H00044	DRUG:D01174	1	train
HDI:00000371	HERB:H00044	DRUG:D01217	1	train
HDI:00000372	HERB:H00047	DRUG:D00142	1	train
HDI:00000373	HERB:H00047	DRUG:D00240	1	train
HDI:00000374	HERB:H00047	DRUG:D00597	1	train
HDI:00000375	HERB:H00047	DRUG:D01042	1	test
HDI:00000376	HERB:H00048	DRUG:D00531	1	train
HDI:00000377	HERB:H00048	DRUG:D00774	1	train
HDI:00000378	HERB:H00050	DRUG:D00259	1	train
HDI:00000379	HERB:H00050	DRUG:D00543	1	train
HDI:00000380	HERB:H00050	DRUG:D00829	1	train
HDI:00000381	HERB:H00061	DRUG:D00069	1	train
HDI:00000382	HERB:H00061	DRUG:D00213	1	train
HDI:00000383	HERB:H00061	DRUG:D00245	1	train
HDI:00000384	HERB:H00061	DRUG:D00271	1	validation
HDI:00000385	HERB:H00061	DRUG:D00770	1	train
HDI:00000386	HERB:H00061	DRUG:D00774	1	train
HDI:00000387	HERB:H00061	DRUG:D00894	1	validation
HDI:00000388	HERB:H00061	DRUG:D00932	1	test
HDI:00000389	HERB:H00062	DRUG:D00894	1	validation
HDI:00000390	HERB:H00065	DRUG:D00561	1	test
HDI:00000391	HERB:H00065	DRUG:D00577	1	train
HDI:00000392	HERB:H00065	DRUG:D00580	1	test
HDI:00000393	HERB:H00065	DRUG:D00659	1	train
HDI:00000394	HERB:H00065	DRUG:D00667	1	train
HDI:00000395	HERB:H00065	DRUG:D00918	1	train
HDI:00000396	HERB:H00065	DRUG:D00936	1	validation
HDI:00000397	HERB:H00065	DRUG:D00941	1	train
HDI:00000398	HERB:H00065	DRUG:D00950	1	train
HDI:00000399	HERB:H00065	DRUG:D01017	1	validation
HDI:00000400	HERB:H00066	DRUG:D00545	1	validation
HDI:00000401	HERB:H00067	DRUG:D00142	1	train
HDI:00000402	HERB:H00067	DRUG:D00240	1	train
HDI:00000403	HERB:H00067	DRUG:D00597	1	train
HDI:00000404	HERB:H00067	DRUG:D01042	1	test
HDI:00000405	HERB:H00069	DRUG:D00894	1	validation
HDI:00000406	HERB:H00070	DRUG:D00010	1	train
HDI:00000407	HERB:H00070	DRUG:D00038	1	train
HDI:00000408	HERB:H00070	DRUG:D00040	1	train
HDI:00000409	HERB:H00070	DRUG:D00070	1	train
HDI:00000410	HERB:H00070	DRUG:D00078	1	train
HDI:00000411	HERB:H00070	DRUG:D00090	1	train
HDI:00000412	HERB:H00070	DRUG:D00213	1	train
HDI:00000413	HERB:H00070	DRUG:D00245	1	train
HDI:00000414	HERB:H00070	DRUG:D00299	1	train
HDI:00000415	HERB:H00070	DRUG:D00329	1	test
HDI:00000416	HERB:H00070	DRUG:D00420	1	train
HDI:00000417	HERB:H00070	DRUG:D00531	1	train
HDI:00000418	HERB:H00070	DRUG:D00542	1	train
HDI:00000419	HERB:H00070	DRUG:D00543	1	train
HDI:00000420	HERB:H00070	DRUG:D00551	1	train
HDI:00000421	HERB:H00070	DRUG:D00576	1	train
HDI:00000422	HERB:H00070	DRUG:D00583	1	test
HDI:00000423	HERB:H00070	DRUG:D00597	1	train
HDI:00000424	HERB:H00070	DRUG:D00601	1	test
HDI:00000425	HERB:H00070	DRUG:D00700	1	train
HDI:00000426	HERB:H00070	DRUG:D00829	1	train
HDI:00000427	HERB:H00070	DRUG:D00894	1	validation
HDI:00000428	HERB:H00070	DRUG:D01040	1	train
HDI:00000429	HERB:H00070	DRUG:D01046	1	train
HDI:00000430	HERB:H00070	DRUG:D01198	1	test
HDI:00000431	HERB:H00070	DRUG:D01217	1	train
HDI:00000432	HERB:H00071	DRUG:D00245	1	train
HDI:00000433	HERB:H00071	DRUG:D01017	1	validation
HDI:00000434	HERB:H00071	DRUG:D01150	1	train
HDI:00000435	HERB:H00073	DRUG:D00387	1	train
HDI:00000436	HERB:H00073	DRUG:D00542	1	train
HDI:00000437	HERB:H00073	DRUG:D00594	1	validation
HDI:00000438	HERB:H00073	DRUG:D00770	1	train
HDI:00000439	HERB:H00073	DRUG:D00850	1	train
HDI:00000440	HERB:H00073	DRUG:D01046	1	train
HDI:00000441	HERB:H00075	DRUG:D00774	1	train
HDI:00000442	HERB:H00076	DRUG:D00531	1	train
HDI:00000443	HERB:H00081	DRUG:D00010	1	train
HDI:00000444	HERB:H00081	DRUG:D00070	1	train
HDI:00000445	HERB:H00081	DRUG:D00090	1	train
HDI:00000446	HERB:H00081	DRUG:D00213	1	train
HDI:00000447	HERB:H00081	DRUG:D00245	1	train
HDI:00000448	HERB:H00081	DRUG:D00299	1	train
HDI:00000449	HERB:H00081	DRUG:D00329	1	test
HDI:00000450	HERB:H00081	DRUG:D00531	1	train
HDI:00000451	HERB:H00081	DRUG:D00542	1	train
HDI:00000452	HERB:H00081	DRUG:D00543	1	train
HDI:00000453	HERB:H00081	DRUG:D00551	1	train
HDI:00000454	HERB:H00081	DRUG:D00583	1	test
HDI:00000455	HERB:H00081	DRUG:D00597	1	train
HDI:00000456	HERB:H00081	DRUG:D00601	1	test
HDI:00000457	HERB:H00081	DRUG:D00829	1	train
HDI:00000458	HERB:H00081	DRUG:D00894	1	validation
HDI:00000459	HERB:H00081	DRUG:D01040	1	train
HDI:00000460	HERB:H00081	DRUG:D01046	1	train
HDI:00000461	HERB:H00081	DRUG:D01198	1	test
HDI:00000462	HERB:H00081	DRUG:D01217	1	train
HDI:00000463	HERB:H00083	DRUG:D00832	1	train
HDI:00000464	HERB:H00084	DRUG:D00156	1	train
HDI:00000465	HERB:H00084	DRUG:D00674	1	train
HDI:00000466	HERB:H00089	DRUG:D00770	1	train
HDI:00000467	HERB:H00090	DRUG:D00032	1	validation
HDI:00000468	HERB:H00090	DRUG:D00240	1	train
HDI:00000469	HERB:H00090	DRUG:D00245	1	train
HDI:00000470	HERB:H00090	DRUG:D00271	1	validation
HDI:00000471	HERB:H00090	DRUG:D00291	1	train
HDI:00000472	HERB:H00090	DRUG:D00370	1	train
HDI:00000473	HERB:H00090	DRUG:D00641	1	train
HDI:00000474	HERB:H00091	DRUG:D00040	1	train
HDI:00000475	HERB:H00091	DRUG:D00600	1	train
HDI:00000476	HERB:H00092	DRUG:D01250	1	validation
HDI:00000477	HERB:H00094	DRUG:D00010	1	train
HDI:00000478	HERB:H00094	DRUG:D00070	1	train
HDI:00000479	HERB:H00094	DRUG:D00090	1	train
HDI:00000480	HERB:H00094	DRUG:D00142	1	train
