example_id	drug_a_id	drug_b_id	label	split
BIOSNAP_CANON:00000072	DRUGBANK:DB00006	DRUGBANK:DB11133	1	train
BIOSNAP_CANON:00000074	DRUGBANK:DB00007	DRUGBANK:DB00030	1	train
BIOSNAP_CANON:00000075	DRUGBANK:DB00007	DRUGBANK:DB00046	1	train
BIOSNAP_CANON:00000076	DRUGBANK:DB00007	DRUGBANK:DB00047	1	train
BIOSNAP_CANON:00000079	DRUGBANK:DB00007	DRUGBANK:DB00107	1	train
BIOSNAP_CANON:00000080	DRUGBANK:DB00007	DRUGBANK:DB00188	1	train
BIOSNAP_CANON:00000084	DRUGBANK:DB00007	DRUGBANK:DB00207	1	train
BIOSNAP_CANON:00000086	DRUGBANK:DB00007	DRUGBANK:DB00218	1	train
BIOSNAP_CANON:00000088	DRUGBANK:DB00007	DRUGBANK:DB00222	1	train
BIOSNAP_CANON:00000089	DRUGBANK:DB00007	DRUGBANK:DB00243	1	train
BIOSNAP_CANON:00000090	DRUGBANK:DB00007	DRUGBANK:DB00246	1	train
BIOSNAP_CANON:00000091	DRUGBANK:DB00007	DRUGBANK:DB00261	1	train
BIOSNAP_CANON:00000093	DRUGBANK:DB00007	DRUGBANK:DB00270	1	train
BIOSNAP_CANON:00000094	DRUGBANK:DB00007	DRUGBANK:DB00280	1	train
BIOSNAP_CANON:00000095	DRUGBANK:DB00007	DRUGBANK:DB00284	1	train
BIOSNAP_CANON:00000096	DRUGBANK:DB00007	DRUGBANK:DB00285	1	train
BIOSNAP_CANON:00000098	DRUGBANK:DB00007	DRUGBANK:DB00308	1	train
BIOSNAP_CANON:00000100	DRUGBANK:DB00007	DRUGBANK:DB00331	1	train
BIOSNAP_CANON:00000103	DRUGBANK:DB00007	DRUGBANK:DB00344	1	train
BIOSNAP_CANON:00000104	DRUGBANK:DB00007	DRUGBANK:DB00346	1	train
BIOSNAP_CANON:00000105	DRUGBANK:DB00007	DRUGBANK:DB00358	1	train
BIOSNAP_CANON:00000106	DRUGBANK:DB00007	DRUGBANK:DB00363	1	train
BIOSNAP_CANON:00000107	DRUGBANK:DB00007	DRUGBANK:DB00370	1	train
BIOSNAP_CANON:00000108	DRUGBANK:DB00007	DRUGBANK:DB00374	1	train
BIOSNAP_CANON:00000110	DRUGBANK:DB00007	DRUGBANK:DB00412	1	train
BIOSNAP_CANON:00000111	DRUGBANK:DB00007	DRUGBANK:DB00414	1	train
BIOSNAP_CANON:00000113	DRUGBANK:DB00007	DRUGBANK:DB00440	1	train
BIOSNAP_CANON:00000116	DRUGBANK:DB00007	DRUGBANK:DB00468	1	train
BIOSNAP_CANON:00000118	DRUGBANK:DB00007	DRUGBANK:DB00477	1	train
BIOSNAP_CANON:00000119	DRUGBANK:DB00007	DRUGBANK:DB00489	1	train
BIOSNAP_CANON:00000121	DRUGBANK:DB00007	DRUGBANK:DB00502	1	train
BIOSNAP_CANON:00000122	DRUGBANK:DB00007	DRUGBANK:DB00503	1	train
BIOSNAP_CANON:00000124	DRUGBANK:DB00007	DRUGBANK:DB00537	1	train
BIOSNAP_CANON:00000128	DRUGBANK:DB00007	DRUGBANK:DB00556	1	train
BIOSNAP_CANON:00000129	DRUGBANK:DB00007	DRUGBANK:DB00557	1	train
BIOSNAP_CANON:00000130	DRUGBANK:DB00007	DRUGBANK:DB00582	1	train
BIOSNAP_CANON:00000131	DRUGBANK:DB00007	DRUGBANK:DB00588	1	train
BIOSNAP_CANON:00000135	DRUGBANK:DB00007	DRUGBANK:DB00656	1	train
BIOSNAP_CANON:00000136	DRUGBANK:DB00007	DRUGBANK:DB00672	1	train
BIOSNAP_CANON:00000137	DRUGBANK:DB00007	DRUGBANK:DB00674	1	train
BIOSNAP_CANON:00000139	DRUGBANK:DB00007	DRUGBANK:DB00679	1	train
BIOSNAP_CANON:00000140	DRUGBANK:DB00007	DRUGBANK:DB00691	1	train
BIOSNAP_CANON:00000141	DRUGBANK:DB00007	DRUGBANK:DB00697	1	train
BIOSNAP_CANON:00000142	DRUGBANK:DB00007	DRUGBANK:DB00710	1	train
BIOSNAP_CANON:00000143	DRUGBANK:DB00007	DRUGBANK:DB00714	1	train
BIOSNAP_CANON:00000144	DRUGBANK:DB00007	DRUGBANK:DB00715	1	train
BIOSNAP_CANON:00000145	DRUGBANK:DB00007	DRUGBANK:DB00726	1	train
BIOSNAP_CANON:00000146	DRUGBANK:DB00007	DRUGBANK:DB00731	1	train
BIOSNAP_CANON:00000147	DRUGBANK:DB00007	DRUGBANK:DB00734	1	train
BIOSNAP_CANON:00000148	DRUGBANK:DB00007	DRUGBANK:DB00738	1	train
BIOSNAP_CANON:00000149	DRUGBANK:DB00007	DRUGBANK:DB00743	1	train
BIOSNAP_CANON:00000150	DRUGBANK:DB00007	DRUGBANK:DB00753	1	train
BIOSNAP_CANON:00000152	DRUGBANK:DB00007	DRUGBANK:DB00808	1	train
BIOSNAP_CANON:00000154	DRUGBANK:DB00007	DRUGBANK:DB00834	1	train
BIOSNAP_CANON:00000155	DRUGBANK:DB00007	DRUGBANK:DB00839	1	train
BIOSNAP_CANON:00000156	DRUGBANK:DB00007	DRUGBANK:DB00862	1	train
BIOSNAP_CANON:00000157	DRUGBANK:DB00007	DRUGBANK:DB00864	1	train
BIOSNAP_CANON:00000159	DRUGBANK:DB00007	DRUGBANK:DB00875	1	train
BIOSNAP_CANON:00000160	DRUGBANK:DB00007	DRUGBANK:DB00889	1	train
BIOSNAP_CANON:00000161	DRUGBANK:DB00007	DRUGBANK:DB00904	1	train
BIOSNAP_CANON:00000162	DRUGBANK:DB00007	DRUGBANK:DB00908	1	train
BIOSNAP_CANON:00000163	DRUGBANK:DB00007	DRUGBANK:DB00912	1	train
BIOSNAP_CANON:00000165	DRUGBANK:DB00007	DRUGBANK:DB00916	1	train
BIOSNAP_CANON:00000167	DRUGBANK:DB00007	DRUGBANK:DB00934	1	train
BIOSNAP_CANON:00000168	DRUGBANK:DB00007	DRUGBANK:DB00938	1	train
BIOSNAP_CANON:00000170	DRUGBANK:DB00007	DRUGBANK:DB00976	1	train
BIOSNAP_CANON:00000171	DRUGBANK:DB00007	DRUGBANK:DB00983	1	train
BIOSNAP_CANON:00000172	DRUGBANK:DB00007	DRUGBANK:DB01001	1	train
BIOSNAP_CANON:00000173	DRUGBANK:DB00007	DRUGBANK:DB01015	1	train
BIOSNAP_CANON:00000174	DRUGBANK:DB00007	DRUGBANK:DB01016	1	train
BIOSNAP_CANON:00000175	DRUGBANK:DB00007	DRUGBANK:DB01026	1	train
BIOSNAP_CANON:00000177	DRUGBANK:DB00007	DRUGBANK:DB01036	1	train
BIOSNAP_CANON:00000178	DRUGBANK:DB00007	DRUGBANK:DB01059	1	train
BIOSNAP_CANON:00000180	DRUGBANK:DB00007	DRUGBANK:DB01069	1	train
BIOSNAP_CANON:00000181	DRUGBANK:DB00007	DRUGBANK:DB01072	1	train
BIOSNAP_CANON:00000182	DRUGBANK:DB00007	DRUGBANK:DB01075	1	train
BIOSNAP_CANON:00000184	DRUGBANK:DB00007	DRUGBANK:DB01100	1	train
BIOSNAP_CANON:00000185	DRUGBANK:DB00007	DRUGBANK:DB01104	1	train
BIOSNAP_CANON:00000186	DRUGBANK:DB00007	DRUGBANK:DB01118	1	train
BIOSNAP_CANON:00000187	DRUGBANK:DB00007	DRUGBANK:DB01120	1	train
BIOSNAP_CANON:00000188	DRUGBANK:DB00007	DRUGBANK:DB01124	1	train
BIOSNAP_CANON:00000189	DRUGBANK:DB00007	DRUGBANK:DB01132	1	train
BIOSNAP_CANON:00000190	DRUGBANK:DB00007	DRUGBANK:DB01137	1	train
BIOSNAP_CANON:00000191	DRUGBANK:DB00007	DRUGBANK:DB01142	1	train
BIOSNAP_CANON:00000194	DRUGBANK:DB00007	DRUGBANK:DB01165	1	train
BIOSNAP_CANON:00000197	DRUGBANK:DB00007	DRUGBANK:DB01175	1	train
BIOSNAP_CANON:00000199	DRUGBANK:DB00007	DRUGBANK:DB01184	1	train
BIOSNAP_CANON:00000201	DRUGBANK:DB00007	DRUGBANK:DB01195	1	train
BIOSNAP_CANON:00000203	DRUGBANK:DB00007	DRUGBANK:DB01211	1	train
BIOSNAP_CANON:00000205	DRUGBANK:DB00007	DRUGBANK:DB01232	1	train
BIOSNAP_CANON:00000206	DRUGBANK:DB00007	DRUGBANK:DB01233	1	train
BIOSNAP_CANON:00000207	DRUGBANK:DB00007	DRUGBANK:DB01236	1	train
BIOSNAP_CANON:00000208	DRUGBANK:DB00007	DRUGBANK:DB01238	1	train
BIOSNAP_CANON:00000210	DRUGBANK:DB00007	DRUGBANK:DB01251	1	train
BIOSNAP_CANON:00000211	DRUGBANK:DB00007	DRUGBANK:DB01254	1	train
BIOSNAP_CANON:00000212	DRUGBANK:DB00007	DRUGBANK:DB01259	1	train
BIOSNAP_CANON:00000213	DRUGBANK:DB00007	DRUGBANK:DB01261	1	train
BIOSNAP_CANON:00000214	DRUGBANK:DB00007	DRUGBANK:DB01263	1	train
BIOSNAP_CANON:00000215	DRUGBANK:DB00007	DRUGBANK:DB01267	1	train
BIOSNAP_CANON:00000216	DRUGBANK:DB00007	DRUGBANK:DB01268	1	train
BIOSNAP_CANON:00000218	DRUGBANK:DB00007	DRUGBANK:DB01276	1	train
BIOSNAP_CANON:00000219	DRUGBANK:DB00007	DRUGBANK:DB01278	1	train
BIOSNAP_CANON:00000220	DRUGBANK:DB00007	DRUGBANK:DB01306	1	train
BIOSNAP_CANON:00000221	DRUGBANK:DB00007	DRUGBANK:DB01307	1	train
BIOSNAP_CANON:00000223	DRUGBANK:DB00007	DRUGBANK:DB01320	1	train
BIOSNAP_CANON:00000224	DRUGBANK:DB00007	DRUGBANK:DB01356	1	train
BIOSNAP_CANON:00000225	DRUGBANK:DB00007	DRUGBANK:DB01403	1	train
BIOSNAP_CANON:00000226	DRUGBANK:DB00007	DRUGBANK:DB01591	1	train
BIOSNAP_CANON:00000228	DRUGBANK:DB00007	DRUGBANK:DB01623	1	train
BIOSNAP_CANON:00000231	DRUGBANK:DB00007	DRUGBANK:DB04844	1	train
BIOSNAP_CANON:00000232	DRUGBANK:DB00007	DRUGBANK:DB04855	1	train
BIOSNAP_CANON:00000236	DRUGBANK:DB00007	DRUGBANK:DB04953	1	train
BIOSNAP_CANON:00000237	DRUGBANK:DB00007	DRUGBANK:DB05039	1	train
BIOSNAP_CANON:00000239	DRUGBANK:DB00007	DRUGBANK:DB06203	1	train
BIOSNAP_CANON:00000240	DRUGBANK:DB00007	DRUGBANK:DB06216	1	train
BIOSNAP_CANON:00000241	DRUGBANK:DB00007	DRUGBANK:DB06292	1	train
BIOSNAP_CANON:00000243	DRUGBANK:DB00007	DRUGBANK:DB06402	1	train
BIOSNAP_CANON:00000246	DRUGBANK:DB00007	DRUGBANK:DB06616	1	train
BIOSNAP_CANON:00000247	DRUGBANK:DB00007	DRUGBANK:DB06655	1	train
BIOSNAP_CANON:00000248	DRUGBANK:DB00007	DRUGBANK:DB06663	1	train
BIOSNAP_CANON:00000249	DRUGBANK:DB00007	DRUGBANK:DB06697	1	train
BIOSNAP_CANON:00000250	DRUGBANK:DB00007	DRUGBANK:DB06699	1	train
BIOSNAP_CANON:00000251	DRUGBANK:DB00007	DRUGBANK:DB06708	1	train
BIOSNAP_CANON:00000252	DRUGBANK:DB00007	DRUGBANK:DB06719	1	train
BIOSNAP_CANON:00000253	DRUGBANK:DB00007	DRUGBANK:DB06788	1	train
BIOSNAP_CANON:00000254	DRUGBANK:DB00007	DRUGBANK:DB06825	1	train
BIOSNAP_CANON:00000255	DRUGBANK:DB00007	DRUGBANK:DB08864	1	train
BIOSNAP_CANON:00000257	DRUGBANK:DB00007	DRUGBANK:DB08868	1	train
BIOSNAP_CANON:00000258	DRUGBANK:DB00007	DRUGBANK:DB08871	1	train
BIOSNAP_CANON:00000259	DRUGBANK:DB00007	DRUGBANK:DB08881	1	train
BIOSNAP_CANON:00000260	DRUGBANK:DB00007	DRUGBANK:DB08882	1	train
BIOSNAP_CANON:00000262	DRUGBANK:DB00007	DRUGBANK:DB08903	1	train
BIOSNAP_CANON:00000263	DRUGBANK:DB00007	DRUGBANK:DB08907	1	train
BIOSNAP_CANON:00000264	DRUGBANK:DB00007	DRUGBANK:DB08912	1	train
BIOSNAP_CANON:00000265	DRUGBANK:DB00007	DRUGBANK:DB09038	1	train
BIOSNAP_CANON:00000267	DRUGBANK:DB00007	DRUGBANK:DB09043	1	train
BIOSNAP_CANON:00000269	DRUGBANK:DB00007	DRUGBANK:DB09063	1	train
BIOSNAP_CANON:00000270	DRUGBANK:DB00007	DRUGBANK:DB09066	1	train
BIOSNAP_CANON:00000271	DRUGBANK:DB00007	DRUGBANK:DB09078	1	train
BIOSNAP_CANON:00000272	DRUGBANK:DB00007	DRUGBANK:DB09080	1	train
BIOSNAP_CANON:00000273	DRUGBANK:DB00007	DRUGBANK:DB09082	1	train
BIOSNAP_CANON:00000275	DRUGBANK:DB00007	DRUGBANK:DB09277	1	train
BIOSNAP_CANON:00000276	DRUGBANK:DB00007	DRUGBANK:DB09330	1	train
BIOSNAP_CANON:00000282	DRUGBANK:DB00008	DRUGBANK:DB00495	1	train
BIOSNAP_CANON:00000284	DRUGBANK:DB00008	DRUGBANK:DB00811	1	train
BIOSNAP_CANON:00000286	DRUGBANK:DB00008	DRUGBANK:DB01265	1	train
BIOSNAP_CANON:00000287	DRUGBANK:DB00008	DRUGBANK:DB04817	1	train
BIOSNAP_CANON:00000288	DRUGBANK:DB00008	DRUGBANK:DB09208	1	train
BIOSNAP_CANON:00000289	DRUGBANK:DB00009	DRUGBANK:DB00054	1	train
BIOSNAP_CANON:00000290	DRUGBANK:DB00009	DRUGBANK:DB00063	1	train
BIOSNAP_CANON:00000291	DRUGBANK:DB00009	DRUGBANK:DB00176	1	train
BIOSNAP_CANON:00000292	DRUGBANK:DB00009	DRUGBANK:DB00201	1	train
BIOSNAP_CANON:00000293	DRUGBANK:DB00009	DRUGBANK:DB00208	1	train
BIOSNAP_CANON:00000294	DRUGBANK:DB00009	DRUGBANK:DB00215	1	train
BIOSNAP_CANON:00000295	DRUGBANK:DB00009	DRUGBANK:DB00233	1	train
BIOSNAP_CANON:00000296	DRUGBANK:DB00009	DRUGBANK:DB00261	1	train
BIOSNAP_CANON:00000297	DRUGBANK:DB00009	DRUGBANK:DB00266	1	train
BIOSNAP_CANON:00000298	DRUGBANK:DB00009	DRUGBANK:DB00278	1	train
BIOSNAP_CANON:00000300	DRUGBANK:DB00009	DRUGBANK:DB00328	1	train
BIOSNAP_CANON:00000301	DRUGBANK:DB00009	DRUGBANK:DB00374	1	train
BIOSNAP_CANON:00000302	DRUGBANK:DB00009	DRUGBANK:DB00461	1	train
BIOSNAP_CANON:00000303	DRUGBANK:DB00009	DRUGBANK:DB00465	1	train
BIOSNAP_CANON:00000305	DRUGBANK:DB00009	DRUGBANK:DB00476	1	train
BIOSNAP_CANON:00000306	DRUGBANK:DB00009	DRUGBANK:DB00498	1	train
BIOSNAP_CANON:00000307	DRUGBANK:DB00009	DRUGBANK:DB00500	1	train
BIOSNAP_CANON:00000308	DRUGBANK:DB00009	DRUGBANK:DB00554	1	train
BIOSNAP_CANON:00000310	DRUGBANK:DB00009	DRUGBANK:DB00573	1	train
BIOSNAP_CANON:00000312	DRUGBANK:DB00009	DRUGBANK:DB00605	1	train
BIOSNAP_CANON:00000314	DRUGBANK:DB00009	DRUGBANK:DB00712	1	train
BIOSNAP_CANON:00000315	DRUGBANK:DB00009	DRUGBANK:DB00715	1	train
BIOSNAP_CANON:00000318	DRUGBANK:DB00009	DRUGBANK:DB00758	1	train
BIOSNAP_CANON:00000319	DRUGBANK:DB00009	DRUGBANK:DB00775	1	train
BIOSNAP_CANON:00000321	DRUGBANK:DB00009	DRUGBANK:DB00788	1	train
BIOSNAP_CANON:00000322	DRUGBANK:DB00009	DRUGBANK:DB00814	1	train
BIOSNAP_CANON:00000323	DRUGBANK:DB00009	DRUGBANK:DB00861	1	train
BIOSNAP_CANON:00000324	DRUGBANK:DB00009	DRUGBANK:DB00936	1	train
BIOSNAP_CANON:00000329	DRUGBANK:DB00009	DRUGBANK:DB00991	1	train
BIOSNAP_CANON:00000331	DRUGBANK:DB00009	DRUGBANK:DB01050	1	train
BIOSNAP_CANON:00000333	DRUGBANK:DB00009	DRUGBANK:DB01104	1	train
BIOSNAP_CANON:00000335	DRUGBANK:DB00009	DRUGBANK:DB01166	1	train
BIOSNAP_CANON:00000336	DRUGBANK:DB00009	DRUGBANK:DB01175	1	train
BIOSNAP_CANON:00000337	DRUGBANK:DB00009	DRUGBANK:DB01225	1	train
BIOSNAP_CANON:00000338	DRUGBANK:DB00009	DRUGBANK:DB01240	1	train
BIOSNAP_CANON:00000342	DRUGBANK:DB00009	DRUGBANK:DB01418	1	train
BIOSNAP_CANON:00000343	DRUGBANK:DB00009	DRUGBANK:DB01551	1	train
BIOSNAP_CANON:00000344	DRUGBANK:DB00009	DRUGBANK:DB01600	1	train
BIOSNAP_CANON:00000345	DRUGBANK:DB00009	DRUGBANK:DB04272	1	train
BIOSNAP_CANON:00000347	DRUGBANK:DB00009	DRUGBANK:DB06209	1	train
BIOSNAP_CANON:00000348	DRUGBANK:DB00009	DRUGBANK:DB06228	1	train
BIOSNAP_CANON:00000349	DRUGBANK:DB00009	DRUGBANK:DB06271	1	train
BIOSNAP_CANON:00000351	DRUGBANK:DB00009	DRUGBANK:DB06605	1	train
BIOSNAP_CANON:00000352	DRUGBANK:DB00009	DRUGBANK:DB06684	1	train
BIOSNAP_CANON:00000353	DRUGBANK:DB00009	DRUGBANK:DB06692	1	train
BIOSNAP_CANON:00000354	DRUGBANK:DB00009	DRUGBANK:DB06695	1	train
BIOSNAP_CANON:00000355	DRUGBANK:DB00009	DRUGBANK:DB06700	1	train
BIOSNAP_CANON:00000356	DRUGBANK:DB00009	DRUGBANK:DB06754	1	train
BIOSNAP_CANON:00000357	DRUGBANK:DB00009	DRUGBANK:DB06779	1	train
BIOSNAP_CANON:00000358	DRUGBANK:DB00009	DRUGBANK:DB06822	1	train
BIOSNAP_CANON:00000359	DRUGBANK:DB00009	DRUGBANK:DB08794	1	train
BIOSNAP_CANON:00000360	DRUGBANK:DB00009	DRUGBANK:DB08813	1	train
BIOSNAP_CANON:00000362	DRUGBANK:DB00009	DRUGBANK:DB08918	1	train
BIOSNAP_CANON:00000364	DRUGBANK:DB00009	DRUGBANK:DB09030	1	train
BIOSNAP_CANON:00000366	DRUGBANK:DB00009	DRUGBANK:DB09075	1	train
BIOSNAP_CANON:00000367	DRUGBANK:DB00009	DRUGBANK:DB09211	1	train
BIOSNAP_CANON:00000368	DRUGBANK:DB00009	DRUGBANK:DB11095	1	train
BIOSNAP_CANON:00000369	DRUGBANK:DB00012	DRUGBANK:DB00480	1	train
BIOSNAP_CANON:00000370	DRUGBANK:DB00012	DRUGBANK:DB00984	1	train
BIOSNAP_CANON:00000371	DRUGBANK:DB00012	DRUGBANK:DB01041	1	train
BIOSNAP_CANON:00000373	DRUGBANK:DB00013	DRUGBANK:DB00063	1	train
BIOSNAP_CANON:00000375	DRUGBANK:DB00013	DRUGBANK:DB00201	1	train
BIOSNAP_CANON:00000379	DRUGBANK:DB00013	DRUGBANK:DB00261	1	train
BIOSNAP_CANON:00000380	DRUGBANK:DB00013	DRUGBANK:DB00278	1	train
BIOSNAP_CANON:00000381	DRUGBANK:DB00013	DRUGBANK:DB00285	1	train
BIOSNAP_CANON:00000382	DRUGBANK:DB00013	DRUGBANK:DB00328	1	train
BIOSNAP_CANON:00000384	DRUGBANK:DB00013	DRUGBANK:DB00461	1	train
BIOSNAP_CANON:00000386	DRUGBANK:DB00013	DRUGBANK:DB00472	1	train
BIOSNAP_CANON:00000387	DRUGBANK:DB00013	DRUGBANK:DB00476	1	train
BIOSNAP_CANON:00000388	DRUGBANK:DB00013	DRUGBANK:DB00500	1	train
BIOSNAP_CANON:00000391	DRUGBANK:DB00013	DRUGBANK:DB00573	1	train
BIOSNAP_CANON:00000394	DRUGBANK:DB00013	DRUGBANK:DB00682	1	train
BIOSNAP_CANON:00000395	DRUGBANK:DB00013	DRUGBANK:DB00712	1	train
BIOSNAP_CANON:00000397	DRUGBANK:DB00013	DRUGBANK:DB00749	1	train
BIOSNAP_CANON:00000398	DRUGBANK:DB00013	DRUGBANK:DB00758	1	train
BIOSNAP_CANON:00000401	DRUGBANK:DB00013	DRUGBANK:DB00788	1	train
BIOSNAP_CANON:00000403	DRUGBANK:DB00013	DRUGBANK:DB00861	1	train
BIOSNAP_CANON:00000404	DRUGBANK:DB00013	DRUGBANK:DB00945	1	train
BIOSNAP_CANON:00000407	DRUGBANK:DB00013	DRUGBANK:DB01009	1	train
BIOSNAP_CANON:00000409	DRUGBANK:DB00013	DRUGBANK:DB01088	1	train
BIOSNAP_CANON:00000410	DRUGBANK:DB00013	DRUGBANK:DB01104	1	train
BIOSNAP_CANON:00000411	DRUGBANK:DB00013	DRUGBANK:DB01109	1	train
BIOSNAP_CANON:00000412	DRUGBANK:DB00013	DRUGBANK:DB01166	1	train
BIOSNAP_CANON:00000413	DRUGBANK:DB00013	DRUGBANK:DB01175	1	train
BIOSNAP_CANON:00000414	DRUGBANK:DB00013	DRUGBANK:DB01225	1	train
BIOSNAP_CANON:00000415	DRUGBANK:DB00013	DRUGBANK:DB01240	1	train
BIOSNAP_CANON:00000416	DRUGBANK:DB00013	DRUGBANK:DB01294	1	train
BIOSNAP_CANON:00000418	DRUGBANK:DB00013	DRUGBANK:DB01399	1	train
BIOSNAP_CANON:00000419	DRUGBANK:DB00013	DRUGBANK:DB01418	1	train
BIOSNAP_CANON:00000421	DRUGBANK:DB00013	DRUGBANK:DB01600	1	train
BIOSNAP_CANON:00000422	DRUGBANK:DB00013	DRUGBANK:DB04896	1	train
BIOSNAP_CANON:00000423	DRUGBANK:DB00013	DRUGBANK:DB06209	1	train
BIOSNAP_CANON:00000424	DRUGBANK:DB00013	DRUGBANK:DB06228	1	train
BIOSNAP_CANON:00000425	DRUGBANK:DB00013	DRUGBANK:DB06441	1	train
BIOSNAP_CANON:00000426	DRUGBANK:DB00013	DRUGBANK:DB06605	1	train
BIOSNAP_CANON:00000428	DRUGBANK:DB00013	DRUGBANK:DB06692	1	train
BIOSNAP_CANON:00000429	DRUGBANK:DB00013	DRUGBANK:DB06695	1	train
BIOSNAP_CANON:00000430	DRUGBANK:DB00013	DRUGBANK:DB06700	1	train
BIOSNAP_CANON:00000431	DRUGBANK:DB00013	DRUGBANK:DB06754	1	train
BIOSNAP_CANON:00000432	DRUGBANK:DB00013	DRUGBANK:DB06779	1	train
