pair_index	drugbank_pair_group	drug_a_drugbank_id	drug_b_drugbank_id	split
263	DB01193|DB09282	DB01193	DB09282	training
264	DB00295|DB01193	DB01193	DB00295	training
265	DB01193|DB13588	DB01193	DB13588	validation
266	DB01193|DB12293	DB01193	DB12293	validation
267	DB00622|DB01193	DB01193	DB00622	training
268	DB01115|DB01193	DB01193	DB01115	validation
269	DB01165|DB01193	DB01193	DB01165	training
270	DB00338|DB01193	DB01193	DB00338	validation
271	DB00842|DB01193	DB01193	DB00842	test
272	DB00497|DB01193	DB01193	DB00497	training
273	DB00806|DB01193	DB01193	DB00806	training
274	DB01193|DB12478	DB01193	DB12478	training
275	DB00761|DB01193	DB01193	DB00761	training
276	DB01193|DB01588	DB01193	DB01588	training
277	DB00860|DB01193	DB01193	DB00860	training
278	DB00635|DB01193	DB01193	DB00635	validation
279	DB01039|DB01193	DB01193	DB01039	test
280	DB00818|DB01193	DB01193	DB00818	training
281	DB00647|DB01193	DB01193	DB00647	training
282	DB00863|DB01193	DB01193	DB00863	test
283	DB01193|DB09072	DB01193	DB09072	training
284	DB00421|DB01193	DB01193	DB00421	test
285	DB00370|DB01193	DB01193	DB00370	training
286	DB00284|DB01193	DB01193	DB00284	validation
287	DB00448|DB01193	DB01193	DB00448	training
288	DB00381|DB01193	DB01193	DB00381	training
289	DB00542|DB01193	DB01193	DB00542	test
290	DB00612|DB01193	DB01193	DB00612	training
291	DB01193|DB01222	DB01193	DB01222	test
292	DB00341|DB01193	DB01193	DB00341	training
293	DB01193|DB01211	DB01193	DB01211	validation
294	DB01193|DB09000	DB01193	DB09000	training
295	DB01193|DB13679	DB01193	DB13679	training
296	DB00983|DB01193	DB01193	DB00983	training
297	DB00996|DB01193	DB01193	DB00996	training
298	DB00222|DB01193	DB01193	DB00222	test
299	DB00904|DB01193	DB01193	DB00904	training
300	DB00555|DB01193	DB01193	DB00555	test
301	DB00455|DB01193	DB01193	DB00455	training
302	DB01193|DB13872	DB01193	DB13872	training
303	DB01193|DB13591	DB01193	DB13591	test
304	DB01193|DB09220	DB01193	DB09220	training
305	DB00526|DB01193	DB01193	DB00526	validation
306	DB01193|DB06285	DB01193	DB06285	validation
307	DB00715|DB01193	DB01193	DB00715	training
308	DB00758|DB01193	DB01193	DB00758	training
309	DB01132|DB01193	DB01193	DB01132	test
310	DB00178|DB01193	DB01193	DB00178	training
311	DB00734|DB01193	DB01193	DB00734	validation
312	DB00938|DB01193	DB01193	DB00938	training
313	DB01104|DB01193	DB01193	DB01104	training
314	DB00641|DB01193	DB01193	DB00641	validation
315	DB00273|DB01193	DB01193	DB00273	validation
316	DB00519|DB01193	DB01193	DB00519	training
317	DB01193|DB12661	DB01193	DB12661	training
318	DB00285|DB01193	DB01193	DB00285	training
319	DB00425|DB01193	DB01193	DB00425	training
320	DB01193|DB01198	DB01193	DB01198	training
321	DB00958|DB01193	DB01193	DB00958	training
322	DB00213|DB01193	DB01193	DB00213	training
323	DB01193|DB13867	DB01193	DB13867	training
324	DB01095|DB01193	DB01193	DB01095	training
325	DB00814|DB01193	DB01193	DB00814	test
326	DB00175|DB01193	DB01193	DB00175	test
327	DB01193|DB13136	DB01193	DB13136	training
328	DB01193|DB01224	DB01193	DB01224	training
329	DB01193|DB01306	DB01193	DB01306	training
330	DB00678|DB01193	DB01193	DB00678	validation
331	DB00244|DB01193	DB01193	DB00244	training
332	DB00790|DB01193	DB01193	DB00790	test
333	DB01193|DB11738	DB01193	DB11738	training
334	DB00334|DB01193	DB01193	DB00334	training
335	DB01193|DB13704	DB01193	DB13704	training
336	DB01193|DB01225	DB01193	DB01225	training
337	DB00688|DB01193	DB01193	DB00688	validation
338	DB00709|DB01193	DB01193	DB00709	validation
339	DB01193|DB01409	DB01193	DB01409	test
340	DB00177|DB01193	DB01193	DB00177	training
341	DB00481|DB01193	DB01193	DB00481	training
342	DB00476|DB01193	DB01193	DB00476	training
343	DB01006|DB01193	DB01193	DB01006	test
344	DB00912|DB01193	DB01193	DB00912	test
345	DB00966|DB01193	DB01193	DB00966	training
346	DB00577|DB01193	DB01193	DB00577	training
347	DB00706|DB01193	DB01193	DB00706	training
348	DB01193|DB11089	DB01193	DB11089	test
349	DB01137|DB01193	DB01193	DB01137	training
350	DB01128|DB01193	DB01193	DB01128	training
351	DB01029|DB01193	DB01193	DB01029	test
352	DB00412|DB01193	DB01193	DB00412	training
353	DB01193|DB01217	DB01193	DB01217	training
354	DB00503|DB01193	DB01193	DB00503	training
355	DB00471|DB01193	DB01193	DB00471	validation
356	DB00989|DB01193	DB01193	DB00989	training
357	DB00230|DB01193	DB01193	DB00230	training
358	DB01048|DB01193	DB01193	DB01048	validation
359	DB01193|DB13919	DB01193	DB13919	training
360	DB01126|DB01193	DB01193	DB01126	validation
361	DB00533|DB01193	DB01193	DB00533	training
362	DB00112|DB01193	DB01193	DB00112	training
363	DB00047|DB01193	DB01193	DB00047	training
364	DB00967|DB01193	DB01193	DB00967	test
365	DB01193|DB01610	DB01193	DB01610	training
366	DB00736|DB01193	DB01193	DB00736	training
367	DB00012|DB01193	DB01193	DB00012	training
368	DB01098|DB01193	DB01193	DB01098	validation
369	DB00275|DB01193	DB01193	DB00275	training
370	DB01175|DB01193	DB01193	DB01175	training
371	DB01193|DB09026	DB01193	DB09026	training
372	DB00051|DB01193	DB01193	DB00051	training
373	DB00973|DB01193	DB01193	DB00973	training
374	DB00480|DB01193	DB01193	DB00480	training
375	DB01072|DB01193	DB01193	DB01072	training
376	DB00188|DB01193	DB01193	DB00188	training
377	DB01193|DB01261	DB01193	DB01261	training
378	DB00413|DB01193	DB01193	DB00413	training
379	DB01193|DB06643	DB01193	DB06643	training
380	DB01193|DB18001	DB01193	DB18001	training
381	DB00316|DB01418	DB01418	DB00316	test
382	DB01418|DB06151	DB01418	DB06151	training
383	DB00787|DB01418	DB01418	DB00787	training
384	DB01001|DB01418	DB01418	DB01001	training
385	DB00437|DB01418	DB01418	DB00437	training
386	DB00404|DB01418	DB01418	DB00404	validation
387	DB00479|DB01418	DB01418	DB00479	validation
388	DB00594|DB01418	DB01418	DB00594	training
389	DB01118|DB01418	DB01418	DB01118	training
390	DB00321|DB01418	DB01418	DB00321	validation
391	DB01418|DB09020	DB01418	DB09020	training
392	DB01418|DB01558	DB01418	DB01558	training
393	DB00887|DB01418	DB01418	DB00887	training
394	DB00921|DB01418	DB01418	DB00921	training
395	DB00136|DB01418	DB01418	DB00136	test
396	DB01373|DB01418	DB01418	DB01373	training
397	DB01418|DB06724	DB01418	DB06724	training
398	DB01418|DB12221	DB01418	DB12221	training
399	DB01197|DB01418	DB01418	DB01197	training
400	DB00564|DB01418	DB01418	DB00564	training
401	DB00190|DB01418	DB01418	DB00190	training
402	DB01212|DB01418	DB01418	DB01212	validation
403	DB01112|DB01418	DB01418	DB01112	validation
404	DB00878|DB01418	DB01418	DB00878	training
405	DB00310|DB01418	DB01418	DB00310	test
406	DB00537|DB01418	DB01418	DB00537	training
407	DB00515|DB01418	DB01418	DB00515	training
408	DB00215|DB01418	DB01418	DB00215	test
409	DB01190|DB01418	DB01418	DB01190	training
410	DB01242|DB01418	DB01418	DB01242	training
411	DB01068|DB01418	DB01418	DB01068	training
412	DB00575|DB01418	DB01418	DB00575	training
413	DB01394|DB01418	DB01418	DB01394	test
414	DB00091|DB01418	DB01418	DB00091	validation
415	DB01234|DB01418	DB01418	DB01234	training
416	DB00829|DB01418	DB01418	DB00829	training
417	DB00586|DB01418	DB01418	DB00586	training
418	DB01396|DB01418	DB01418	DB01396	training
419	DB00390|DB01418	DB01418	DB00390	training
420	DB00343|DB01418	DB01418	DB00343	test
421	DB01418|DB08995	DB01418	DB08995	training
422	DB00975|DB01418	DB01418	DB00975	training
423	DB01418|DB04817	DB01418	DB04817	validation
424	DB01184|DB01418	DB01418	DB01184	training
425	DB00997|DB01418	DB01418	DB00997	test
426	DB01127|DB01418	DB01418	DB01127	test
427	DB00584|DB01418	DB01418	DB00584	test
428	DB00977|DB01418	DB01418	DB00977	training
429	DB00813|DB01418	DB01418	DB00813	training
430	DB01195|DB01418	DB01418	DB01195	training
431	DB00196|DB01418	DB01418	DB00196	training
432	DB00544|DB01418	DB01418	DB00544	training
433	DB00472|DB01418	DB01418	DB00472	test
434	DB00158|DB01418	DB01418	DB00158	test
435	DB00695|DB01418	DB01418	DB00695	training
436	DB01016|DB01418	DB01418	DB01016	training
437	DB01120|DB01418	DB01418	DB01120	training
438	DB00727|DB01418	DB01418	DB00727	training
439	DB00502|DB01418	DB01418	DB00502	training
440	DB01109|DB01418	DB01418	DB01109	test
441	DB00999|DB01418	DB01418	DB00999	training
442	DB01418|DB01611	DB01418	DB01611	training
443	DB01005|DB01418	DB01418	DB01005	training
444	DB00557|DB01418	DB01418	DB00557	training
445	DB01050|DB01418	DB01418	DB01050	validation
446	DB00808|DB01418	DB01418	DB00808	training
447	DB01418|DB09401	DB01418	DB09401	training
448	DB00883|DB01418	DB01418	DB00883	training
449	DB01009|DB01418	DB01418	DB01009	training
450	DB00581|DB01418	DB01418	DB00581	training
451	DB00650|DB01418	DB01418	DB00650	training
452	DB01235|DB01418	DB01418	DB01235	training
453	DB00836|DB01418	DB01418	DB00836	training
454	DB00186|DB01418	DB01418	DB00186	training
455	DB01042|DB01418	DB01418	DB01042	training
456	DB01043|DB01418	DB01418	DB01043	training
457	DB00371|DB01418	DB01418	DB00371	training
458	DB00331|DB01418	DB01418	DB00331	training
459	DB00563|DB01418	DB01418	DB00563	training
460	DB00959|DB01418	DB01418	DB00959	training
461	DB01233|DB01418	DB01418	DB01233	training
462	DB00524|DB01418	DB01418	DB00524	training
463	DB00264|DB01418	DB01418	DB00264	test
464	DB00916|DB01418	DB01418	DB00916	test
465	DB01110|DB01418	DB01418	DB01110	training
466	DB00683|DB01418	DB01418	DB00683	training
467	DB01418|DB09282	DB01418	DB09282	test
468	DB00295|DB01418	DB01418	DB00295	training
469	DB00332|DB01418	DB01418	DB00332	training
470	DB00788|DB01418	DB01418	DB00788	training
471	DB00622|DB01418	DB01418	DB00622	training
472	DB01115|DB01418	DB01418	DB01115	training
473	DB01059|DB01418	DB01418	DB01059	test
474	DB00646|DB01418	DB01418	DB00646	training
475	DB00104|DB01418	DB01418	DB00104	test
476	DB01165|DB01418	DB01418	DB01165	training
477	DB00338|DB01418	DB01418	DB00338	validation
478	DB00842|DB01418	DB01418	DB00842	test
479	DB00497|DB01418	DB01418	DB00497	training
480	DB01418|DB09140	DB01418	DB09140	training
481	DB00806|DB01418	DB01418	DB00806	training
482	DB01174|DB01418	DB01418	DB01174	training
483	DB00252|DB01418	DB01418	DB00252	training
484	DB00761|DB01418	DB01418	DB00761	validation
485	DB01418|DB01588	DB01418	DB01588	training
486	DB00860|DB01418	DB01418	DB00860	training
487	DB01039|DB01418	DB01418	DB01039	training
488	DB01182|DB01418	DB01418	DB01182	training
489	DB00571|DB01418	DB01418	DB00571	training
490	DB00863|DB01418	DB01418	DB00863	test
491	DB00811|DB01418	DB01418	DB00811	validation
492	DB01045|DB01418	DB01418	DB01045	training
493	DB00795|DB01418	DB01418	DB00795	training
494	DB01418|DB09072	DB01418	DB09072	validation
495	DB00489|DB01418	DB01418	DB00489	training
496	DB00421|DB01418	DB01418	DB00421	training
497	DB00370|DB01418	DB01418	DB00370	training
498	DB00284|DB01418	DB01418	DB00284	training
499	DB00448|DB01418	DB01418	DB00448	training
500	DB00346|DB01418	DB01418	DB00346	test
501	DB00381|DB01418	DB01418	DB00381	training
502	DB00612|DB01418	DB01418	DB00612	training
503	DB01222|DB01418	DB01418	DB01222	training
504	DB01418|DB13510	DB01418	DB13510	training
505	DB01136|DB01418	DB01418	DB01136	test
506	DB01418|DB04846	DB01418	DB04846	training
507	DB00341|DB01418	DB01418	DB00341	training
508	DB01211|DB01418	DB01418	DB01211	training
509	DB01073|DB01418	DB01418	DB01073	training
510	DB01216|DB01418	DB01418	DB01216	training
511	DB00983|DB01418	DB01418	DB00983	training
512	DB00996|DB01418	DB01418	DB00996	training
513	DB00222|DB01418	DB01418	DB00222	training
514	DB00904|DB01418	DB01418	DB00904	training
515	DB01418|DB12942	DB01418	DB12942	training
516	DB00555|DB01418	DB01418	DB00555	training
517	DB01418|DB13872	DB01418	DB13872	training
518	DB01418|DB04861	DB01418	DB04861	training
519	DB01418|DB09220	DB01418	DB09220	training
520	DB01418|DB06285	DB01418	DB06285	training
521	DB00715|DB01418	DB01418	DB00715	validation
522	DB00758|DB01418	DB01418	DB00758	test
523	DB00881|DB01418	DB01418	DB00881	training
524	DB00178|DB01418	DB01418	DB00178	training
525	DB00734|DB01418	DB01418	DB00734	training
526	DB00243|DB01418	DB01418	DB00243	training
527	DB00938|DB01418	DB01418	DB00938	test
528	DB01104|DB01418	DB01418	DB01104	training
529	DB00641|DB01418	DB01418	DB00641	training
530	DB01418|DB01606	DB01418	DB01606	training
531	DB01418|DB09289	DB01418	DB09289	training
532	DB00273|DB01418	DB01418	DB00273	training
533	DB00214|DB01418	DB01418	DB00214	test
534	DB01418|DB12661	DB01418	DB12661	test
535	DB00285|DB01418	DB01418	DB00285	validation
536	DB00425|DB01418	DB01418	DB00425	training
537	DB01198|DB01418	DB01418	DB01198	training
538	DB00958|DB01418	DB01418	DB00958	test
539	DB01088|DB01418	DB01418	DB01088	training
540	DB00213|DB01418	DB01418	DB00213	training
541	DB01418|DB13867	DB01418	DB13867	training
542	DB01095|DB01418	DB01418	DB01095	training
543	DB00176|DB01418	DB01418	DB00176	validation
544	DB00007|DB01418	DB01418	DB00007	validation
545	DB00175|DB01418	DB01418	DB00175	training
546	DB00654|DB01418	DB01418	DB00654	test
547	DB00590|DB01418	DB01418	DB00590	test
548	DB01418|DB13136	DB01418	DB13136	training
549	DB00492|DB01418	DB01418	DB00492	test
550	DB01224|DB01418	DB01418	DB01224	validation
551	DB01306|DB01418	DB01418	DB01306	training
552	DB00762|DB01418	DB01418	DB00762	training
553	DB00678|DB01418	DB01418	DB00678	test
554	DB00790|DB01418	DB01418	DB00790	test
555	DB01418|DB11738	DB01418	DB11738	training
556	DB00869|DB01418	DB01418	DB00869	training
557	DB00334|DB01418	DB01418	DB00334	training
558	DB01418|DB13704	DB01418	DB13704	training
559	DB01418|DB08813	DB01418	DB08813	training
560	DB01225|DB01418	DB01418	DB01225	validation
561	DB01418|DB06779	DB01418	DB06779	training
562	DB00688|DB01418	DB01418	DB00688	training
563	DB00709|DB01418	DB01418	DB00709	validation
564	DB01409|DB01418	DB01418	DB01409	training
565	DB00177|DB01418	DB01418	DB00177	training
566	DB00476|DB01418	DB01418	DB00476	validation
567	DB01006|DB01418	DB01418	DB01006	test
568	DB00912|DB01418	DB01418	DB00912	test
569	DB00966|DB01418	DB01418	DB00966	training
570	DB00577|DB01418	DB01418	DB00577	training
571	DB00910|DB01418	DB01418	DB00910	training
572	DB00559|DB01418	DB01418	DB00559	training
573	DB00706|DB01418	DB01418	DB00706	test
574	DB01137|DB01418	DB01418	DB01137	training
575	DB01128|DB01418	DB01418	DB01128	test
