protocol,seed,outer_fold,inner_seed,formula_id,formula_name,cluster_id,inner_fold
unseen_formula,1175469643,1,1437036099,JKMA2024:goshakusan,Goshakusan,CC67:b1aefbde2a23,2
unseen_formula,1175469643,1,1437036099,JKMA2024:hachimijiogan,Hachimijiogan,CC67:4127c8c18d7f,2
unseen_formula,1175469643,1,1437036099,JKMA2024:hangebyakujutsutemmato,Hangebyakujutsutemmato,CC67:325cfbd007f1,2
unseen_formula,1175469643,1,1437036099,JKMA2024:hangekobokuto,Hangekobokuto,CC67:9ce328781163,2
unseen_formula,1175469643,1,1437036099,JKMA2024:heiisan,Heiisan,CC67:3bc87e714824,2
unseen_formula,1175469643,1,1437036099,JKMA2024:jiinshihoto,Jiinshihoto,CC67:43fb9921a824,2
unseen_formula,1175469643,1,1437036099,JKMA2024:jinsoin,Jinsoin,CC67:ea390409d1de,2
unseen_formula,1175469643,1,1437036099,JKMA2024:junchoto,Junchoto,CC67:c4de6834cc3a,2
unseen_formula,1175469643,1,1437036099,JKMA2024:juzentaihoto,Juzentaihoto,CC67:3d441d58a44a,2
unseen_formula,1175469643,1,1437036099,JKMA2024:kamikihito,Kamikihito,CC67:8ddd6f8d7f91,2
unseen_formula,1175469643,1,1437036099,JKMA2024:kanzoto,Kanzoto,CC67:bfc4fab736c3,2
unseen_formula,1175469643,1,1437036099,JKMA2024:keihito,Keihito,CC67:f7ff89f8bef8,2
unseen_formula,1175469643,1,1437036099,JKMA2024:keimakakuhanto,Keimakakuhanto,CC67:59a61338181b,2
unseen_formula,1175469643,1,1437036099,JKMA2024:keishikakobokukyoninto,Keishikakobokukyoninto,CC67:59a61338181b,2
unseen_formula,1175469643,1,1437036099,JKMA2024:kihito,Kihito,CC67:8ddd6f8d7f91,2
unseen_formula,1175469643,1,1437036099,JKMA2024:kikyosekko,Kikyosekko,CC67:8ea19d0c2de5,2
unseen_formula,1175469643,1,1437036099,JKMA2024:ninjinyoeito,Ninjin’yoeito,CC67:5cbe0f787bd5,2
unseen_formula,1175469643,1,1437036099,JKMA2024:ogonto,Ogonto,CC67:99f2d74fdbe0,2
unseen_formula,1175469643,1,1437036099,JKMA2024:rikkunshito,Rikkunshito,CC67:dd714f551c41,2
unseen_formula,1175469643,1,1437036099,JKMA2024:rokumigan,Rokumigan,CC67:4127c8c18d7f,2
unseen_formula,1175469643,1,1437036099,JKMA2024:ryokeijutsukanto,Ryokeijutsukanto,CC67:e0fdf27ccc54,2
unseen_formula,1175469643,1,1437036099,JKMA2024:ryutanshakanto,Ryutanshakanto,CC67:255365b3e231,2
unseen_formula,1175469643,1,1437036099,JKMA2024:seihaito,Seihaito,CC67:14e43cfe5913,2
unseen_formula,1175469643,1,1437036099,JKMA2024:seijobofuto,Seijobofuto,CC67:a383e289b6ee,2
unseen_formula,1175469643,1,1437036099,JKMA2024:shakuyakukanzobushito,Shakuyakukanzobushito,CC67:cc0ccf5e4b05,2
unseen_formula,1175469643,1,1437036099,JKMA2024:shakuyakukanzoto,Shakuyakukanzoto,CC67:cc0ccf5e4b05,2
unseen_formula,1175469643,1,1437036099,JKMA2024:shigyakusan,Shigyakusan,CC67:4cf2bfc34538,2
unseen_formula,1175469643,1,1437036099,JKMA2024:shikunshito,Shikunshito,CC67:dd714f551c41,2
unseen_formula,1175469643,1,1437036099,JKMA2024:shishihakuhito,Shishihakuhito,CC67:68e6d70d8b6b,2
unseen_formula,1175469643,1,1437036099,JKMA2024:sokeikakketsuto,Sokeikakketsuto,CC67:749a37011bf9,2
unseen_formula,1175469643,1,1437036099,JKMA2024:unkeito,Unkeito,CC67:2832e3f45ea5,2
unseen_formula,1175469643,2,1053997348,JKMA2024:bofutsushosan,Bofutsushosan,CC67:328008e13052,0
unseen_formula,1175469643,2,1053997348,JKMA2024:chikujountanto,Chikujountanto,CC67:557f4f18bff2,0
unseen_formula,1175469643,2,1053997348,JKMA2024:choyoto,Choyoto,CC67:330c22f29a13,0
unseen_formula,1175469643,2,1053997348,JKMA2024:daijokito,Daijokito,CC67:af6eae0c82f0,0
unseen_formula,1175469643,2,1053997348,JKMA2024:goshakusan,Goshakusan,CC67:b1aefbde2a23,0
unseen_formula,1175469643,2,1053997348,JKMA2024:ireito,Ireito,CC67:1fdbac40fb98,0
